Instruction,Unit,Signal/SAD,Reference/ADD,Value/DATA,PAGE,Comments
Measure,Hz,ADDR,GND,292250.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x1d,1,
Measure,Hz,ADDR,GND,292687.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x1e,1,
Measure,Hz,ADDR,GND,293125.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x1f,1,
Measure,Hz,ADDR,GND,293562.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x20,1,
Measure,Hz,ADDR,GND,294000.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x21,1,
Measure,Hz,ADDR,GND,294437.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x22,1,
Measure,Hz,ADDR,GND,294875.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x23,1,
Measure,Hz,ADDR,GND,295312.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x24,1,
Measure,Hz,ADDR,GND,295750.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x25,1,
Measure,Hz,ADDR,GND,296187.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x26,1,
Measure,Hz,ADDR,GND,296625.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x27,1,
Measure,Hz,ADDR,GND,297062.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x28,1,
Measure,Hz,ADDR,GND,297500.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x29,1,
Measure,Hz,ADDR,GND,297937.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2a,1,
Measure,Hz,ADDR,GND,298375.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2b,1,
Measure,Hz,ADDR,GND,298812.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2c,1,
Measure,Hz,ADDR,GND,299250.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2d,1,
Measure,Hz,ADDR,GND,299687.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2e,1,
Measure,Hz,ADDR,GND,300125.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x2f,1,
Measure,Hz,ADDR,GND,300562.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x30,1,
Measure,Hz,ADDR,GND,301000.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x31,1,
Measure,Hz,ADDR,GND,301437.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x32,1,
Measure,Hz,ADDR,GND,301875.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x33,1,
Measure,Hz,ADDR,GND,302312.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x34,1,
Measure,Hz,ADDR,GND,302750.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x35,1,
Measure,Hz,ADDR,GND,303187.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x36,1,
Measure,Hz,ADDR,GND,303625.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x37,1,
Measure,Hz,ADDR,GND,304062.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x38,1,
Measure,Hz,ADDR,GND,304500.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x39,1,
Measure,Hz,ADDR,GND,304937.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3a,1,
Measure,Hz,ADDR,GND,305375.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3b,1,
Measure,Hz,ADDR,GND,305812.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3c,1,
Measure,Hz,ADDR,GND,306250.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3d,1,
Measure,Hz,ADDR,GND,306687.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3e,1,
Measure,Hz,ADDR,GND,307125.0,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x3f,1,
Measure,Hz,ADDR,GND,307562.5,,"args=(), kwargs={}"
I2C,WR-Reg,0x38,0xb5,0x7,1,
I2C,WR-Reg,0x38,0xfe,0x1,1,
I2C,WR-Reg,0x38,0x18,0x4,1,
I2C,WR-Reg,0x38,0x18,0x0,1,
I2C,WR-Reg,0x38,0x3,0x0,1,
I2C,WR-Reg,0x38,0x4,0x0,1,
